Order ID,Order Date,Sales,Quantity,Discount,Profit
CA-2014-139892,2014-09-08,1740.06,9,0.3,-24.858
CA-2014-139892,2014-09-08,32.064,6,0.2,6.8136
CA-2014-139892,2014-09-08,177.98,5,0.8,-453.849
CA-2014-139892,2014-09-08,143.976,3,0.2,8.9985
CA-2014-118962,2014-08-05,20.94,3,0.0,9.8418
CA-2014-118962,2014-08-05,110.96,2,0.0,53.2608
CA-2014-118962,2014-08-05,340.144,7,0.2,21.259
US-2014-100853,2014-09-14,52.448,2,0.8,-131.12
US-2014-100853,2014-09-14,20.16,4,0.2,6.552
US-2017-152366,2017-04-21,97.264,4,0.8,-243.16
US-2015-101511,2015-11-21,396.802,7,0.3,-11.3372
US-2015-101511,2015-11-21,15.88,5,0.2,-3.7715
CA-2015-137225,2015-12-15,3.28,1,0.0,1.4104
CA-2014-166191,2014-12-05,24.816,2,0.2,1.8612
CA-2014-166191,2014-12-05,408.744,7,0.2,76.6395
CA-2014-158274,2014-11-19,503.96,4,0.0,131.0296
CA-2014-158274,2014-11-19,149.95,5,0.0,41.986
CA-2014-158274,2014-11-19,29.0,2,0.0,7.25
CA-2016-105018,2016-11-28,7.16,2,0.0,3.4368
CA-2014-123260,2014-08-26,176.8,8,0.0,22.984
CA-2016-157000,2016-07-16,37.224,3,0.2,3.7224
CA-2016-157000,2016-07-16,20.016,3,0.2,6.255
CA-2015-102281,2015-10-12,899.136,4,0.2,112.392
CA-2015-102281,2015-10-12,71.76,6,0.0,20.0928
CA-2015-102281,2015-10-12,51.84,8,0.0,24.8832
CA-2015-102281,2015-10-12,626.352,3,0.2,46.9764
CA-2015-102281,2015-10-12,19.9,5,0.0,6.567
CA-2015-131457,2015-10-31,14.28,7,0.0,6.7116
CA-2014-140004,2014-03-21,7.408,2,0.2,1.2038
CA-2014-140004,2014-03-21,6.048,3,0.2,1.5876
CA-2017-107720,2017-11-06,46.26,3,0.0,12.0276
US-2017-124303,2017-07-06,2.946,2,0.7,-2.2586
US-2017-124303,2017-07-06,16.056,3,0.2,5.8203
CA-2017-105074,2017-06-24,21.744,3,0.2,6.795
CA-2014-133690,2014-08-03,218.75,2,0.5,-161.875
CA-2014-133690,2014-08-03,2.6,1,0.2,0.2925
US-2017-116701,2017-12-17,66.284,2,0.8,-178.9668
CA-2017-126382,2017-06-03,35.168,7,0.2,9.6712
CA-2017-108329,2017-12-09,444.768,4,0.2,44.4768
CA-2017-135860,2017-12-01,83.92,4,0.0,5.8744
CA-2017-135860,2017-12-01,131.98,2,0.0,35.6346
CA-2017-135860,2017-12-01,15.92,4,0.0,7.4824
CA-2017-135860,2017-12-01,52.29,9,0.0,16.2099
CA-2017-135860,2017-12-01,91.99,1,0.0,3.6796
CA-2015-101007,2015-02-09,20.8,2,0.2,6.5
CA-2015-146262,2015-01-02,23.68,2,0.2,8.88
CA-2015-146262,2015-01-02,452.45,5,0.5,-244.323
CA-2015-146262,2015-01-02,62.982,3,0.4,-14.6958
CA-2015-146262,2015-01-02,1188.0,9,0.7,-950.4
CA-2015-146262,2015-01-02,89.584,2,0.2,4.4792
CA-2016-130162,2016-10-28,93.06,6,0.0,26.0568
CA-2016-130162,2016-10-28,302.376,3,0.2,22.6782
CA-2015-169397,2015-12-24,5.584,2,0.2,1.8148
CA-2015-169397,2015-12-24,22.704,6,0.2,8.2302
CA-2015-169397,2015-12-24,19.776,4,0.7,-13.8432
CA-2015-169397,2015-12-24,72.704,4,0.2,19.0848
CA-2015-169397,2015-12-24,479.988,4,0.7,-383.9904
CA-2015-169397,2015-12-24,27.168,2,0.2,2.7168
CA-2015-163055,2015-08-09,2.2,1,0.0,0.968
CA-2015-163055,2015-08-09,622.45,5,0.0,136.939
CA-2015-163055,2015-08-09,21.98,1,0.0,0.2198
US-2015-145436,2015-02-28,161.568,2,0.2,-28.2744
US-2015-145436,2015-02-28,389.696,8,0.2,43.8408
US-2014-156216,2014-09-13,18.648,7,0.7,-12.432
US-2017-100930,2017-04-07,233.86,2,0.45,-102.048
US-2017-100930,2017-04-07,620.6145,3,0.45,-248.2458
US-2017-100930,2017-04-07,5.328,2,0.7,-3.552
US-2017-100930,2017-04-07,258.072,3,0.2,0.0
US-2017-100930,2017-04-07,617.976,3,0.2,-7.7247
CA-2017-160514,2017-11-12,10.56,2,0.0,4.752
CA-2016-157749,2016-06-04,25.92,5,0.2,9.396
CA-2016-157749,2016-06-04,419.68,5,0.6,-356.728
CA-2016-157749,2016-06-04,11.688,3,0.6,-4.6752
CA-2016-157749,2016-06-04,31.984,2,0.2,11.1944
CA-2016-157749,2016-06-04,177.225,5,0.5,-120.513
CA-2016-157749,2016-06-04,4.044,3,0.6,-2.8308
CA-2016-157749,2016-06-04,7.408,2,0.2,1.2038
CA-2014-131926,2014-06-01,2001.86,7,0.0,580.5394
CA-2014-131926,2014-06-01,166.72,2,0.0,41.68
CA-2014-131926,2014-06-01,47.88,6,0.0,23.94
CA-2014-131926,2014-06-01,1503.25,5,0.0,496.0725
CA-2014-131926,2014-06-01,25.92,4,0.0,12.4416
CA-2016-154739,2016-12-10,321.568,2,0.2,28.1372
CA-2016-145625,2016-09-11,7.61,1,0.0,3.5767
CA-2016-145625,2016-09-11,3347.37,13,0.0,636.0003
CA-2016-146941,2016-12-10,80.58,6,0.0,22.5624
CA-2016-146941,2016-12-10,361.92,4,0.0,162.864
US-2015-159982,2015-11-28,12.132,9,0.6,-8.4924
US-2015-159982,2015-11-28,82.368,2,0.2,-19.5624
US-2015-159982,2015-11-28,53.92,5,0.2,4.044
US-2015-159982,2015-11-28,647.904,6,0.2,56.6916
CA-2017-163139,2017-12-01,20.37,3,0.0,6.9258
CA-2017-163139,2017-12-01,221.55,3,0.0,6.6465
CA-2017-163139,2017-12-01,17.52,5,0.2,6.132
US-2017-155299,2017-06-08,1.624,2,0.8,-4.466
US-2014-106992,2014-09-19,3059.982,3,0.4,-509.997
US-2014-106992,2014-09-19,2519.958,7,0.4,-251.9958
CA-2016-125318,2016-06-06,328.224,4,0.2,28.7196
CA-2015-155040,2015-11-10,79.9,2,0.0,35.156
CA-2017-136826,2017-06-16,14.016,3,0.2,4.7304
CA-2016-111010,2016-01-22,7.56,6,0.0,0.3024
US-2017-145366,2017-12-09,37.208,1,0.2,-7.4416
US-2017-145366,2017-12-09,57.576,3,0.2,21.591
CA-2017-163979,2017-12-28,725.84,4,0.0,210.4936
CA-2015-155334,2015-07-30,209.93,7,0.0,92.3692
CA-2015-155334,2015-07-30,5.28,3,0.0,2.3232
CA-2015-155334,2015-07-30,10.92,3,0.2,4.095
CA-2017-118136,2017-09-16,8.82,2,0.0,4.0572
CA-2017-118136,2017-09-16,5.98,1,0.0,1.5548
CA-2017-132976,2017-10-13,11.648,2,0.2,4.0768
CA-2017-132976,2017-10-13,18.176,4,0.2,5.9072
CA-2017-132976,2017-10-13,59.712,6,0.2,5.9712
CA-2017-132976,2017-10-13,24.84,3,0.2,8.694
US-2015-161991,2015-09-26,2.08,5,0.8,-3.432
US-2015-161991,2015-09-26,1114.4,7,0.2,376.11
CA-2015-130890,2015-11-02,1038.84,5,0.2,51.942
CA-2015-130883,2015-09-26,141.76,5,0.2,47.844
CA-2015-130883,2015-09-26,239.8,5,0.2,47.96
CA-2015-130883,2015-09-26,31.104,6,0.2,10.8864
CA-2016-112697,2016-12-18,254.058,7,0.7,-169.372
CA-2016-112697,2016-12-18,194.528,2,0.2,24.316
CA-2016-112697,2016-12-18,961.48,5,0.2,-204.3145
CA-2016-110772,2016-11-20,19.096,7,0.2,6.6836
CA-2016-110772,2016-11-20,18.496,8,0.2,6.2424
CA-2016-110772,2016-11-20,255.984,2,0.2,54.3966
CA-2016-110772,2016-11-20,86.97,3,0.5,-48.7032
CA-2014-111451,2014-12-26,300.416,8,0.2,78.8592
CA-2014-111451,2014-12-26,230.352,3,0.2,20.1558
CA-2014-111451,2014-12-26,218.352,3,0.2,-24.5646
CA-2014-111451,2014-12-26,78.6,5,0.7,-62.88
CA-2014-111451,2014-12-26,27.552,3,0.2,9.2988
CA-2016-142545,2016-10-28,32.4,5,0.0,15.552
CA-2016-142545,2016-10-28,1082.48,8,0.0,10.8248
CA-2016-142545,2016-10-28,56.91,3,0.0,27.3168
CA-2016-142545,2016-10-28,77.6,4,0.0,38.024
CA-2016-142545,2016-10-28,14.28,1,0.0,6.5688
US-2017-152380,2017-11-19,219.075,3,0.5,-131.445
CA-2015-144253,2015-05-04,26.8,2,0.0,12.864
CA-2014-130960,2014-12-30,9.84,3,0.0,2.8536
CA-2014-111003,2014-06-01,45.48,3,0.0,20.9208
CA-2014-111003,2014-06-01,289.2,6,0.0,83.868
CA-2017-126774,2017-04-15,4.89,1,0.0,2.0049
CA-2016-142902,2016-09-12,15.136,4,0.2,3.5948
CA-2016-142902,2016-09-12,466.768,2,0.2,52.5114
CA-2016-142902,2016-09-12,15.232,1,0.2,1.7136
CA-2016-142902,2016-09-12,6.264,3,0.2,2.0358
CA-2014-120887,2014-09-27,87.54,3,0.0,37.6422
CA-2014-167850,2014-08-09,178.384,2,0.2,22.298
CA-2014-167850,2014-08-09,15.552,3,0.2,5.4432
CA-2014-164259,2014-12-28,99.136,4,0.2,8.6744
CA-2014-164973,2014-11-04,135.882,1,0.1,24.1568
CA-2014-164973,2014-11-04,3991.98,2,0.0,1995.99
CA-2014-164973,2014-11-04,275.94,6,0.0,80.0226
CA-2014-164973,2014-11-04,360.0,4,0.0,129.6
CA-2014-164973,2014-11-04,43.57,1,0.0,13.071
CA-2014-156601,2014-09-19,7.16,2,0.0,3.58
CA-2016-162138,2016-04-23,251.52,6,0.2,81.744
CA-2016-162138,2016-04-23,99.99,1,0.0,34.9965
CA-2017-153339,2017-11-03,15.992,1,0.2,0.9995
US-2016-141544,2016-08-30,290.898,3,0.4,-67.8762
US-2016-141544,2016-08-30,54.224,2,0.2,3.389
US-2016-141544,2016-08-30,786.744,4,0.3,-258.5016
US-2016-141544,2016-08-30,100.24,10,0.2,33.831
US-2016-141544,2016-08-30,37.764,6,0.7,-27.6936
US-2016-150147,2016-04-25,82.8,2,0.4,-20.7
US-2016-150147,2016-04-25,20.724,2,0.7,-13.816
US-2016-150147,2016-04-25,4.896,3,0.7,-3.4272
CA-2015-137946,2015-09-01,4.752,1,0.2,1.6038
CA-2015-137946,2015-09-01,959.984,2,0.2,335.9944
CA-2015-137946,2015-09-01,14.368,4,0.2,4.49
CA-2014-129924,2014-07-12,7.712,2,0.2,2.7956
CA-2014-129924,2014-07-12,698.352,3,0.2,-17.4588
CA-2015-128167,2015-06-22,4.96,4,0.0,2.3312
CA-2014-122336,2014-04-13,17.856,4,0.2,1.116
CA-2014-122336,2014-04-13,509.97,10,0.7,-407.976
CA-2014-122336,2014-04-13,30.992,13,0.2,10.0724
CA-2014-122336,2014-04-13,71.928,12,0.4,8.3916
US-2015-120712,2015-12-20,88.8,4,0.2,-2.22
CA-2017-169901,2017-06-15,47.976,3,0.2,4.7976
CA-2017-134306,2017-07-08,7.56,3,0.0,3.0996
CA-2017-134306,2017-07-08,24.56,2,0.0,11.5432
CA-2017-134306,2017-07-08,12.96,2,0.0,4.1472
CA-2016-129714,2016-09-01,6.79,1,0.0,2.3086
CA-2016-129714,2016-09-01,24.56,2,0.0,11.5432
CA-2016-129714,2016-09-01,3.048,1,0.2,1.0668
CA-2016-129714,2016-09-01,49.12,4,0.0,23.0864
CA-2016-129714,2016-09-01,4355.168,4,0.2,1415.4296
CA-2016-138520,2016-04-08,388.704,6,0.2,-4.8588
CA-2016-138520,2016-04-08,8.26,2,0.0,3.7996
CA-2016-138520,2016-04-08,17.04,4,0.0,6.9864
CA-2016-138520,2016-04-08,34.4,5,0.0,15.824
CA-2016-130001,2016-04-23,36.24,5,0.2,11.325
CA-2017-155698,2017-03-08,647.84,8,0.0,168.4384
CA-2017-155698,2017-03-08,20.7,2,0.0,9.936
CA-2017-144904,2017-09-25,20.7,2,0.0,9.936
CA-2017-144904,2017-09-25,488.646,3,0.1,86.8704
CA-2017-144904,2017-09-25,5.56,2,0.0,1.4456
CA-2017-144904,2017-09-25,47.12,8,0.0,20.7328
CA-2014-123344,2014-09-24,211.96,4,0.0,8.4784
CA-2016-155516,2016-10-21,23.2,4,0.0,10.44
CA-2016-155516,2016-10-21,7.36,2,0.0,0.1472
CA-2016-155516,2016-10-21,104.79,7,0.0,29.3412
CA-2016-155516,2016-10-21,1043.92,4,0.0,271.4192
CA-2017-104745,2017-05-29,25.92,5,0.2,9.396
CA-2017-104745,2017-05-29,53.424,3,0.2,4.6746
US-2014-119137,2014-07-23,8.16,5,0.7,-5.712
US-2014-119137,2014-07-23,1023.936,8,0.2,179.1888
US-2014-119137,2014-07-23,9.24,1,0.2,0.924
US-2014-119137,2014-07-23,479.04,10,0.2,-29.94
US-2016-134656,2016-09-28,99.136,4,0.2,30.98
US-2017-134481,2017-08-27,1488.424,7,0.3,-297.6848
CA-2015-130792,2015-04-28,8.652,3,0.8,-20.3322
CA-2015-130792,2015-04-28,23.832,3,0.2,2.6811
CA-2015-130792,2015-04-28,12.176,4,0.8,-18.8728
CA-2016-134775,2016-10-28,50.96,7,0.0,25.48
CA-2016-134775,2016-10-28,49.536,3,0.2,17.3376
CA-2015-125395,2015-06-26,41.9,2,0.0,8.799
US-2015-168935,2015-11-27,375.4575,3,0.45,-157.0095
US-2015-168935,2015-11-27,83.976,3,0.2,-1.0497
CA-2015-122756,2015-12-03,482.34,4,0.7,-337.638
CA-2015-122756,2015-12-03,2.96,1,0.2,0.777
CA-2014-115973,2014-11-24,2.624,1,0.2,0.4264
CA-2017-101798,2017-12-11,23.36,4,0.2,7.884
CA-2017-101798,2017-12-11,39.98,2,0.0,13.5932
US-2014-135972,2014-09-21,246.384,2,0.2,27.7182
US-2014-135972,2014-09-21,1799.97,3,0.0,701.9883
US-2014-134971,2014-06-07,12.462,3,0.8,-20.5623
CA-2017-102946,2017-06-30,75.792,3,0.2,25.5798
CA-2017-165603,2017-10-17,49.96,2,0.0,9.4924
CA-2017-165603,2017-10-17,12.96,2,0.0,6.2208
CA-2015-122259,2015-10-31,70.12,4,0.0,21.036
CA-2016-108987,2016-09-08,35.952,3,0.2,3.5952
CA-2016-108987,2016-09-08,2396.2656,4,0.32,-317.1528
CA-2016-108987,2016-09-08,131.136,4,0.2,-32.784
CA-2016-108987,2016-09-08,57.584,2,0.2,0.7198
CA-2014-113166,2014-12-24,9.568,2,0.2,3.4684
CA-2014-155208,2014-04-16,39.072,6,0.2,9.768
CA-2017-117933,2017-12-24,35.91,3,0.0,9.6957
CA-2017-117457,2017-12-08,179.95,5,0.0,37.7895
CA-2017-117457,2017-12-08,1199.976,3,0.2,434.9913
CA-2017-117457,2017-12-08,27.15,5,0.0,13.3035
CA-2017-117457,2017-12-08,1004.024,7,0.2,-112.9527
CA-2017-117457,2017-12-08,9.68,1,0.0,4.6464
CA-2017-117457,2017-12-08,28.35,9,0.0,13.608
CA-2017-117457,2017-12-08,55.98,1,0.0,27.4302
CA-2017-117457,2017-12-08,1336.829,13,0.15,31.4548
CA-2017-117457,2017-12-08,113.568,2,0.2,-18.4548
CA-2017-142636,2017-11-03,139.86,7,0.0,65.7342
CA-2017-142636,2017-11-03,307.136,4,0.2,26.8744
CA-2017-122105,2017-06-24,95.92,8,0.0,25.8984
CA-2016-148796,2016-04-14,383.8,5,0.2,38.38
CA-2017-154816,2017-11-06,5.78,1,0.0,2.8322
CA-2017-110478,2017-03-04,9.32,4,0.0,2.7028
CA-2017-110478,2017-03-04,15.25,1,0.0,7.015
CA-2014-142048,2014-06-22,196.752,6,0.2,56.5662
CA-2017-125388,2017-10-19,56.56,4,0.0,14.7056
CA-2017-125388,2017-10-19,32.7,3,0.0,8.502
CA-2017-155705,2017-08-21,866.4,4,0.0,225.264
CA-2017-149160,2017-11-23,28.4,2,0.0,11.076
CA-2017-149160,2017-11-23,287.92,8,0.0,138.2016
CA-2014-101476,2014-09-12,69.99,1,0.0,30.0957
CA-2017-152275,2017-10-01,6.672,6,0.2,0.5004
US-2016-123750,2016-04-15,189.588,2,0.7,-145.3508
US-2016-123750,2016-04-15,408.744,7,0.2,76.6395
US-2016-123750,2016-04-15,291.96,5,0.2,54.7425
US-2016-123750,2016-04-15,4.768,2,0.2,-0.7748
CA-2016-127369,2016-06-06,714.3,5,0.0,207.147
US-2014-150574,2014-12-19,4.812,2,0.7,-3.6892
US-2014-150574,2014-12-19,247.8,5,0.2,-18.585
CA-2016-147375,2016-06-12,1007.979,3,0.3,43.1991
CA-2016-147375,2016-06-12,313.488,7,0.2,113.6394
CA-2017-130043,2017-09-15,31.872,8,0.2,11.5536
CA-2017-157252,2017-01-20,207.846,3,0.1,2.3094
CA-2016-115756,2016-09-05,12.22,1,0.0,3.666
CA-2016-115756,2016-09-05,194.94,3,0.0,23.3928
CA-2016-115756,2016-09-05,70.95,3,0.0,20.5755
CA-2016-115756,2016-09-05,91.36,4,0.0,42.0256
CA-2016-115756,2016-09-05,242.94,3,0.0,29.1528
CA-2016-115756,2016-09-05,22.05,7,0.0,10.584
CA-2017-154214,2017-03-20,2.91,1,0.0,1.3677
CA-2016-166674,2016-04-01,59.52,3,0.0,15.4752
CA-2016-166674,2016-04-01,161.94,3,0.0,9.7164
CA-2016-166674,2016-04-01,263.88,6,0.0,71.2476
CA-2016-166674,2016-04-01,30.48,3,0.0,7.9248
CA-2016-166674,2016-04-01,9.84,3,0.0,2.8536
CA-2016-166674,2016-04-01,35.12,4,0.0,9.1312
